,skin,fat,muscle,ijv,cca
0,0.258,0.127,0.054000000000000006,0.7409,0.744
1,0.258,0.127,0.054000000000000006,0.7409,0.6438
2,0.258,0.127,0.054000000000000006,0.7409,0.5436
3,0.258,0.127,0.054000000000000006,0.7409,0.4434
4,0.258,0.127,0.054000000000000006,0.7409,0.3432
5,0.258,0.127,0.054000000000000006,0.7409,0.243
6,0.258,0.127,0.054000000000000006,0.7409,0.14279999999999998
7,0.258,0.127,0.054000000000000006,0.6531833333333333,0.744
8,0.258,0.127,0.054000000000000006,0.6531833333333333,0.6438
9,0.258,0.127,0.054000000000000006,0.6531833333333333,0.5436
10,0.258,0.127,0.054000000000000006,0.6531833333333333,0.4434
11,0.258,0.127,0.054000000000000006,0.6531833333333333,0.3432
12,0.258,0.127,0.054000000000000006,0.6531833333333333,0.243
13,0.258,0.127,0.054000000000000006,0.6531833333333333,0.14279999999999998
14,0.258,0.127,0.054000000000000006,0.5654666666666667,0.744
15,0.258,0.127,0.054000000000000006,0.5654666666666667,0.6438
16,0.258,0.127,0.054000000000000006,0.5654666666666667,0.5436
17,0.258,0.127,0.054000000000000006,0.5654666666666667,0.4434
18,0.258,0.127,0.054000000000000006,0.5654666666666667,0.3432
19,0.258,0.127,0.054000000000000006,0.5654666666666667,0.243
20,0.258,0.127,0.054000000000000006,0.5654666666666667,0.14279999999999998
21,0.258,0.127,0.054000000000000006,0.47775,0.744
22,0.258,0.127,0.054000000000000006,0.47775,0.6438
23,0.258,0.127,0.054000000000000006,0.47775,0.5436
24,0.258,0.127,0.054000000000000006,0.47775,0.4434
25,0.258,0.127,0.054000000000000006,0.47775,0.3432
26,0.258,0.127,0.054000000000000006,0.47775,0.243
27,0.258,0.127,0.054000000000000006,0.47775,0.14279999999999998
28,0.258,0.127,0.054000000000000006,0.39003333333333334,0.744
29,0.258,0.127,0.054000000000000006,0.39003333333333334,0.6438
30,0.258,0.127,0.054000000000000006,0.39003333333333334,0.5436
31,0.258,0.127,0.054000000000000006,0.39003333333333334,0.4434
32,0.258,0.127,0.054000000000000006,0.39003333333333334,0.3432
33,0.258,0.127,0.054000000000000006,0.39003333333333334,0.243
34,0.258,0.127,0.054000000000000006,0.39003333333333334,0.14279999999999998
35,0.258,0.127,0.054000000000000006,0.3023166666666667,0.744
36,0.258,0.127,0.054000000000000006,0.3023166666666667,0.6438
37,0.258,0.127,0.054000000000000006,0.3023166666666667,0.5436
38,0.258,0.127,0.054000000000000006,0.3023166666666667,0.4434
39,0.258,0.127,0.054000000000000006,0.3023166666666667,0.3432
40,0.258,0.127,0.054000000000000006,0.3023166666666667,0.243
41,0.258,0.127,0.054000000000000006,0.3023166666666667,0.14279999999999998
42,0.258,0.127,0.054000000000000006,0.21459999999999999,0.744
43,0.258,0.127,0.054000000000000006,0.21459999999999999,0.6438
44,0.258,0.127,0.054000000000000006,0.21459999999999999,0.5436
45,0.258,0.127,0.054000000000000006,0.21459999999999999,0.4434
46,0.258,0.127,0.054000000000000006,0.21459999999999999,0.3432
47,0.258,0.127,0.054000000000000006,0.21459999999999999,0.243
