skin,fat,muscle,ijv,cca,bloodConc,ijv_SO2
0.2507643932142857,0.12383911380357142,0.044745467755488995,0.5738478554524991,0.2740853430651068,166.0,0.4
0.23814784716017556,0.11779722306092286,0.04310458483206991,0.5738478554524991,0.26836731388232293,166.0,0.4
0.22553130110606548,0.1117553323182743,0.04146370190865082,0.5738478554524991,0.262649284699539,166.0,0.4
0.21291475505195537,0.10571344157562573,0.03982281898523173,0.5738478554524991,0.2569312555167551,166.0,0.4
0.20029820899784528,0.09967155083297718,0.03818193606181264,0.5738478554524991,0.25121322633397125,166.0,0.4
0.18768166294373517,0.09362966009032862,0.03654105313839355,0.5738478554524991,0.24549519715118737,166.0,0.4
0.17506511688962506,0.08758776934768006,0.03490017021497446,0.5738478554524991,0.23977716796840348,166.0,0.4
0.16244857083551498,0.08154587860503151,0.033259287291555376,0.5738478554524991,0.2340591387856196,166.0,0.4
0.1498320247814049,0.07550398786238294,0.03161840436813629,0.5738478554524991,0.2283411096028357,166.0,0.4
0.13721547872729478,0.06946209711973439,0.0299775214447172,0.5738478554524991,0.22262308042005183,166.0,0.4
0.12459893267318467,0.06342020637708583,0.028336638521298113,0.5738478554524991,0.21690505123726794,166.0,0.4
0.11198238661907459,0.057378315634437266,0.026695755597879022,0.5738478554524991,0.21118702205448406,166.0,0.4
0.09936584056496447,0.051336424891788704,0.025054872674459935,0.5738478554524991,0.20546899287170017,166.0,0.4
0.08674929451085439,0.04529453414914014,0.023413989751040847,0.5738478554524991,0.1997509636889163,166.0,0.4
0.07413274845674428,0.039252643406491594,0.021773106827621756,0.5738478554524991,0.1940329345061324,166.0,0.4
0.061516202402634196,0.03321075266384303,0.02013222390420267,0.5738478554524991,0.18831490532334852,166.0,0.4
0.048899656348524084,0.02716886192119447,0.01849134098078358,0.5738478554524991,0.18259687614056463,166.0,0.4
0.03628311029441397,0.02112697117854591,0.016850458057364494,0.5738478554524991,0.17687884695778075,166.0,0.4
0.02366656424030389,0.015085080435897347,0.015209575133945406,0.5738478554524991,0.17116081777499687,166.0,0.4
0.011050018186193774,0.009043189693248783,0.013568692210526315,0.5738478554524991,0.16544278859221298,166.0,0.4
0.2507643932142857,0.12383911380357142,0.044745467755488995,0.5676005727053811,0.2740853430651068,166.0,0.41
0.23814784716017556,0.11779722306092286,0.04310458483206991,0.5676005727053811,0.26836731388232293,166.0,0.41
0.22553130110606548,0.1117553323182743,0.04146370190865082,0.5676005727053811,0.262649284699539,166.0,0.41
0.21291475505195537,0.10571344157562573,0.03982281898523173,0.5676005727053811,0.2569312555167551,166.0,0.41
0.20029820899784528,0.09967155083297718,0.03818193606181264,0.5676005727053811,0.25121322633397125,166.0,0.41
0.18768166294373517,0.09362966009032862,0.03654105313839355,0.5676005727053811,0.24549519715118737,166.0,0.41
0.17506511688962506,0.08758776934768006,0.03490017021497446,0.5676005727053811,0.23977716796840348,166.0,0.41
0.16244857083551498,0.08154587860503151,0.033259287291555376,0.5676005727053811,0.2340591387856196,166.0,0.41
0.1498320247814049,0.07550398786238294,0.03161840436813629,0.5676005727053811,0.2283411096028357,166.0,0.41
0.13721547872729478,0.06946209711973439,0.0299775214447172,0.5676005727053811,0.22262308042005183,166.0,0.41
0.12459893267318467,0.06342020637708583,0.028336638521298113,0.5676005727053811,0.21690505123726794,166.0,0.41
0.11198238661907459,0.057378315634437266,0.026695755597879022,0.5676005727053811,0.21118702205448406,166.0,0.41
0.09936584056496447,0.051336424891788704,0.025054872674459935,0.5676005727053811,0.20546899287170017,166.0,0.41
