SO2,700_nm,710_nm,717_nm,725_nm,732_nm,740_nm,743_nm,748_nm,751_nm,753_nm,758_nm,763_nm,768_nm,780_nm,792_nm,798_nm,805_nm,815_nm,830_nm,850_nm
0.65,0.017488706863905704,0.01688074010591667,0.016470345710485265,0.016009884950738774,0.015667418499154772,0.015465817482617562,0.015429009352930045,0.015389614580424541,0.015388390478643998,0.015378271344100403,0.015269401992018154,0.01497146601725025,0.014448911738256435,0.013540902587362022,0.013076572642526894,0.012896204059124125,0.012691213123761293,0.01244198720994397,0.012431205394381818,0.012433984605501039
0.68,0.017415713670951283,0.01682122678971574,0.01641921146238294,0.01596835547875087,0.015633286946568722,0.015433312443598027,0.015394163531856558,0.015349318580240355,0.015343036370638417,0.015330342569930171,0.015221534357677688,0.014928765183761879,0.0144137359561969,0.013523170095782487,0.013071924074517592,0.012897409387196683,0.012696372160825479,0.012450704002816528,0.01244483860594647,0.012451777266436852
0.69,0.017391382606633147,0.016801389017648764,0.0164021667130155,0.015954512321421567,0.015621909762373374,0.015422477430591516,0.015382548258165395,0.015335886580178959,0.015327918334636557,0.015314366311873426,0.0152055784795642,0.014914531572599088,0.014402010695510389,0.013517259265255977,0.013070374551847825,0.01289781116322087,0.012698091839846874,0.012453609600440714,0.012449383009801352,0.012457708153415457
0.695,0.017379217074474075,0.016791470131615277,0.016393644338331778,0.015947590742756916,0.015616221170275701,0.01541705992408826,0.015376740621319813,0.01532917058014826,0.015320359316635626,0.015306378182845054,0.015197600540507457,0.014907414767017693,0.014396148065167133,0.01351430384999272,0.013069599790512941,0.012898012051232963,0.012698951679357572,0.012455062399252807,0.012451655211728795,0.012460673596904758
0.699,0.01736948464874682,0.016783535022788485,0.0163868264385848,0.015942053479825195,0.015611670296597562,0.015412725918885655,0.015372094511843348,0.015323797780123704,0.015314312102234882,0.015299987679622356,0.01519121818926206,0.014901721322552576,0.014391457960892529,0.013511939517782116,0.013068979981445034,0.012898172761642636,0.012699639550966129,0.012456224638302482,0.012453472973270749,0.012463045951696202
0.7,0.017367051542315007,0.016781551245581786,0.016385121963648056,0.015940669164092265,0.015610532578178026,0.015411642417585004,0.015370932984474232,0.015322454580117564,0.015312800298634697,0.015298390053816682,0.015189622601450712,0.014900297961436297,0.014390285434823877,0.013511348434729465,0.013068825029178058,0.012898212939245056,0.01269981151886827,0.012456515198064901,0.012453927413656236,0.012463639040394062
0.701,0.017364618435883192,0.01677956746837509,0.016383417488711312,0.015939284848359332,0.015609394859758492,0.015410558916284353,0.015369771457105115,0.015321111380111423,0.01531128849503451,0.015296792428011009,0.015188027013639364,0.014898874600320019,0.014389112908755226,0.013510757351676814,0.013068670076911081,0.012898253116847473,0.012699983486770408,0.01245680575782732,0.012454381854041725,0.012464232129091922
0.705,0.017354886010155935,0.0167716323595483,0.016376599588964338,0.01593374758542761,0.015604843986080351,0.015406224911081748,0.01536512534762865,0.015315738580086866,0.015305241280633765,0.01529040192478831,0.015181644662393969,0.014893181155854902,0.014384422804480622,0.013508393019466209,0.013068050267843174,0.012898413827257147,0.012700671358378967,0.012457967996876993,0.012456199615583679,0.012466604483883363
0.71,0.017342720477996867,0.01676171347351481,0.016368077214280616,0.01592682600676296,0.015599155393982678,0.015400807404578493,0.015359317710783069,0.015309022580056168,0.015297682262632836,0.015282413795759939,0.015173666723337224,0.014886064350273506,0.014378560174137366,0.013505437604202954,0.01306727550650829,0.01289861471526924,0.012701531197889665,0.012459420795689086,0.01245847181751112,0.012469569927372666
0.72,0.017318389413678727,0.016741875701447834,0.016351032464913172,0.015912982849433658,0.015587778209787328,0.015389972391571981,0.015347702437091906,0.015295590579994772,0.015282564226630975,0.015266437537703193,0.015157710845223736,0.014871830739110716,0.014366834913450855,0.013499526773676442,0.013065725983838523,0.012899016491293427,0.01270325087691106,0.012462326393313272,0.012463016221366004,0.012475500814351271
0.75,0.01724539622072431,0.016682362385246903,0.016299898216810847,0.015871453377445752,0.015553646657201282,0.015357467352552445,0.015312856616018417,0.015255294579810588,0.015237210118625394,0.015218508763532961,0.01510984321088327,0.014829129905622344,0.01433165913139132,0.013481794282096907,0.01306107741582922,0.012900221819365985,0.012708409913975247,0.01247104318618583,0.012476649432930656,0.012493293475287085
