SO2,700_nm,710_nm,717_nm,725_nm,732_nm,740_nm,743_nm,748_nm,751_nm,753_nm,758_nm,763_nm,768_nm,780_nm,792_nm,798_nm,805_nm,815_nm,830_nm,850_nm
0.65,0.017602405159821984,0.016984241039181787,0.016568494107555034,0.016102870053943424,0.01575723410664314,0.015560572050347795,0.015528955761013766,0.01550010397254547,0.015507135236699813,0.015501718753174822,0.015397411129934433,0.015098463077715367,0.014572862261782017,0.013657581693669,0.01318762962238736,0.013007396948119473,0.012803002286235711,0.012556274259776528,0.01255314262459577,0.012563441120003363
0.68,0.017523127784692682,0.016919604059996672,0.016512957573192242,0.016057765196949937,0.015720164076019887,0.015525268564260352,0.01549110996858958,0.015456338780292447,0.015457876470389115,0.015449663660698542,0.015345422440981875,0.01505208601352932,0.014534658101134575,0.013638322563741558,0.013182580846536198,0.013008706046158544,0.012808605478808735,0.012565741505015597,0.012567949556361353,0.01258276559943034
0.69,0.017496701992982915,0.016898058400268298,0.016494445395071312,0.016042730244618775,0.015707807399145467,0.01551350073556454,0.015478494704448184,0.015441750382874772,0.015441456881618881,0.01543231196320645,0.01532809287799769,0.015036626992133971,0.014521923380918761,0.013631902853765743,0.013180897921252476,0.013009142412171566,0.012810473209666409,0.01256889725342862,0.012572885200283213,0.012589207092572666
0.695,0.01748348909712803,0.01688728557040411,0.01648518930601085,0.016035212768453194,0.01570162906070826,0.015507616821216631,0.015472187072377488,0.015434456184165935,0.015433247087233766,0.015423636114460404,0.015319428096505596,0.015028897481436296,0.014515556020810854,0.013628692998777836,0.013180056458610616,0.013009360595178078,0.012811407075095246,0.012570475127635133,0.012575353022244143,0.012592427839143829
0.699,0.017472918780444123,0.016878667306512763,0.016477784434762475,0.016029198787520727,0.01569668638995849,0.015502909689738307,0.01546714096672093,0.015428620825198866,0.015426679251725674,0.015416695435463566,0.015312496271311921,0.015022713872878159,0.01451046213272453,0.013626125114787512,0.013179383288497127,0.013009535141583288,0.012812154167438316,0.01257173742700034,0.012577327279812887,0.01259500443640076
0.7,0.017470276201273147,0.016876512740539928,0.016475933216950383,0.016027695292287612,0.015695450722271048,0.015501732906868725,0.01546587944030679,0.015427161985457098,0.015425037292848649,0.015414960265714357,0.015310763315013503,0.015021167970738623,0.014509188660702946,0.01362548314378993,0.013179214995968755,0.01300957877818459,0.012812340940524084,0.012572053001841645,0.012577820844205074,0.012595648585714991
0.701,0.017467633622102168,0.01687435817456709,0.01647408199913829,0.016026191797054497,0.015694215054583606,0.015500556123999143,0.015464617913892649,0.015425703145715331,0.015423395333971626,0.015413225095965148,0.015309030358715085,0.015019622068599088,0.014507915188681365,0.013624841172792349,0.013179046703440384,0.013009622414785892,0.01281252771360985,0.012572368576682947,0.01257831440859726,0.012596292735029224
0.705,0.017457063305418262,0.01686573991067574,0.016466677127889916,0.01602017781612203,0.01568927238383384,0.015495848992520819,0.015459571808236091,0.01541986778674826,0.015416827498463534,0.01540628441696831,0.01530209853352141,0.015013438460040949,0.014502821300595041,0.013622273288802023,0.013178373533326895,0.013009796961191101,0.01281327480595292,0.012573630876048156,0.012580288666166003,0.012598869332286154
0.71,0.01744385040956338,0.016854967080811554,0.016457421038829453,0.01601266033995645,0.015683094045396632,0.01548996507817291,0.015453264176165394,0.015412573588039425,0.015408617704078417,0.015397608568222263,0.015293433752029316,0.015005708949343274,0.014496453940487134,0.013619063433814116,0.013177532070685035,0.013010015144197614,0.012814208671381758,0.012575208750254667,0.012582756488126933,0.012602090078857316
0.72,0.01741742461785361,0.016833421421083183,0.016438908860708524,0.015997625387625287,0.015670737368522213,0.015478197249477098,0.015440648912024,0.01539798519062175,0.015392198115308184,0.01538025687073017,0.01527610418904513,0.014990249927947926,0.01448371922027132,0.013612643723838302,0.013175849145401312,0.013010451510210637,0.012816076402239432,0.01257836449866769,0.012587692132048795,0.012608531571999643
0.75,0.017338147242724308,0.016768784441898065,0.016383372326345732,0.015952520530631797,0.015633667337898956,0.015442893763389656,0.015402803119599812,0.015354219998368727,0.015342939348997487,0.015328201778253892,0.015224115500092573,0.014943872863761878,0.014445515059623878,0.01359338459391086,0.01317080036955015,0.013011760608249706,0.012821679594812455,0.01258783174390676,0.012602499063814375,0.01262785605142662
