SO2,700_nm,710_nm,717_nm,725_nm,732_nm,740_nm,743_nm,748_nm,751_nm,753_nm,758_nm,763_nm,768_nm,780_nm,792_nm,798_nm,805_nm,815_nm,830_nm,850_nm
0.4,0.6727497019015343,0.5922547026514287,0.5461925371174389,0.4975347103875559,0.46302876097857487,0.47830505905491766,0.5060532012541128,0.5646897246870319,0.6140529416867027,0.6419809014015714,0.6576665143411762,0.6385830224338302,0.6043274505048551,0.5241608753409654,0.4633489487398557,0.44688008553152614,0.43775624124561063,0.4374731060869195,0.4542675260084086,0.4726312248376902
0.41,0.6642625591498479,0.585334689616164,0.540246328237652,0.49270211692788746,0.45905944423559747,0.47452471192198836,0.5020016873293919,0.5600034262631227,0.6087579269757628,0.6363644130891157,0.6520997237299382,0.6336157688672635,0.6002360649194146,0.5220972749547221,0.462806359853701,0.4470179612108996,0.4383495017817821,0.4384809245682864,0.45584982512916145,0.47469687469584176
0.42,0.6557754163981615,0.5784146765808993,0.5343001193578648,0.48786952346821894,0.4550901274926199,0.470744364789059,0.49795017340467074,0.5553171278392132,0.603462912264823,0.6307479247766602,0.6465329331187002,0.6286485153006969,0.596144679333974,0.5200336745684788,0.46226377096754623,0.447155836890273,0.43894276231795354,0.43948874304965335,0.4574321242499143,0.47676252455399337
0.43,0.647288273646475,0.5714946635456346,0.5283539104780778,0.4830369300085504,0.4511208107496425,0.46696401765612955,0.4938986594799496,0.5506308294153037,0.5981678975538831,0.6251314364642047,0.6409661425074622,0.6236812617341301,0.5920532937485333,0.5179700741822355,0.4617211820813914,0.4472937125696464,0.43953602285412485,0.4404965615310203,0.45901442337066717,0.47882817441214487
0.44,0.6388011308947885,0.56457465051037,0.5224077015982906,0.4782043365488818,0.447151494006665,0.46318367052320014,0.4898471455552286,0.5459445309913942,0.5928728828429431,0.619514948151749,0.6353993518962241,0.6187140081675634,0.5879619081630927,0.5159064737959922,0.4611785931952367,0.44743158824901985,0.4401292833902962,0.44150438001238723,0.46059672249142,0.4808938242702964
0.45,0.630313988143102,0.5576546374751052,0.5164614927185036,0.47337174308921326,0.44318217726368747,0.4594033233902708,0.48579563163050743,0.5412582325674847,0.5875778681320032,0.6138984598392935,0.629832561284986,0.6137467546009966,0.583870522577652,0.5138428734097489,0.4606360043090819,0.4475694639283933,0.4407225439264677,0.44251219849375406,0.46217902161217284,0.48295947412844803
0.46,0.6218268453914155,0.5507346244398406,0.5105152838387165,0.46853914962954474,0.43921286052070996,0.45562297625734144,0.48174411770578635,0.5365719341435753,0.5822828534210633,0.6082819715268379,0.624265770673748,0.6087795010344299,0.5797791369922114,0.5117792730235056,0.46009341542292714,0.4477073396077667,0.4413158044626391,0.443520016975121,0.46376132073292564,0.4850251239865996
0.47,0.6133397026397291,0.543814611404576,0.5045690749589294,0.46370655616987616,0.4352435437777325,0.451842629124412,0.47769260378106515,0.5318856357196657,0.5769878387101234,0.6026654832143823,0.61869898006251,0.6038122474678631,0.5756877514067708,0.5097156726372623,0.45955082653677237,0.44784521528714016,0.4419090649988104,0.44452783545648794,0.4653436198536785,0.48709077384475113
0.48,0.6048525598880427,0.5368945983693113,0.4986228660791424,0.45887396271020764,0.431274227034755,0.44806228199148257,0.47364108985634407,0.5271993372957563,0.5716928239991834,0.5970489949019266,0.6131321894512719,0.5988449939012965,0.5715963658213301,0.5076520722510189,0.45900823765061755,0.4479830909665135,0.44250232553498187,0.44553565393785477,0.4669259189744314,0.48915642370290263
0.49,0.5963654171363562,0.5299745853340465,0.49267665719935533,0.4540413692505392,0.42730491029177753,0.4442819348585532,0.469589575931623,0.5225130388718469,0.5663978092882436,0.5914325065894711,0.6075653988400338,0.5938777403347297,0.5675049802358894,0.5055884718647756,0.4584656487644628,0.448120966645887,0.4430955860711533,0.44654347241922165,0.4685082180951842,0.4912220735610542
0.5,0.5878782743846698,0.5230545722987818,0.48673044831956824,0.4492087757908706,0.4233355935488,0.4405015877256238,0.46553806200690184,0.5178267404479373,0.5611027945773037,0.5858160182770156,0.6019986082287958,0.588910486768163,0.5634135946504488,0.5035248714785323,0.45792305987830806,0.44825884232526036,0.4436888466073247,0.44755129090058865,0.4700905172159371,0.4932877234192058
0.51,0.5793911316329833,0.5161345592635171,0.4807842394397811,0.444376182331202,0.4193662768058225,0.4367212405926944,0.46148654808218076,0.5131404420240279,0.5558077798663636,0.5801995299645599,0.5964318176175578,0.5839432332015964,0.5593222090650081,0.501461271092289,0.4573804709921533,0.4483967180046339,0.4442821071434961,0.4485591093819556,0.4716728163366899,0.4953533732773574
0.52,0.5709039888812968,0.5092145462282526,0.474838030559994,0.43954358887153355,0.415396960062845,0.43294089345976505,0.4574350341574597,0.5084541436001184,0.5505127651554238,0.5745830416521044,0.5908650270063197,0.5789759796350296,0.5552308234795674,0.49939767070604574,0.45683788210599846,0.4485345936840073,0.4448753676796675,0.4495669278633224,0.4732551154574428,0.4974190231355089
0.53,0.5624168461296104,0.5022945331929879,0.46889182168020704,0.434710995411865,0.41142764331986753,0.4291605463268357,0.45338352023273853,0.5037678451762089,0.545217750444484,0.5689665533396489,0.5852982363950817,0.5740087260684629,0.5511394378941269,0.4973340703198024,0.45629529321984375,0.4486724693633807,0.4454686282158388,0.45057474634468936,0.4748374145781956,0.4994846729936605
0.54,0.5539297033779239,0.4953745201577232,0.4629456128004199,0.42987840195219645,0.4074583265768901,0.42538019919390624,0.44933200630801745,0.49908154675229943,0.539922735733544,0.5633500650271932,0.5797314457838436,0.5690414725018961,0.5470480523086861,0.4952704699335591,0.45575270433368903,0.4488103450427541,0.4460618887520103,0.4515825648260563,0.4764197136989485,0.501550322851812
0.55,0.5454425606262374,0.48845450712245847,0.4569994039206329,0.4250458084925279,0.40348900983391256,0.4215998520609769,0.44528049238329637,0.49439524832839,0.534627721022604,0.5577335767147377,0.5741646551726056,0.5640742189353294,0.5429566667232456,0.49320686954731585,0.45521011544753426,0.4489482207221275,0.4466551492881817,0.4525903833074232,0.47800201281970134,0.5036159727099636
0.56,0.536955417874551,0.48153449408719384,0.45105319504084573,0.42021321503285936,0.39951969309093505,0.4178195049280475,0.4412289784585752,0.48970894990448055,0.5293327063116642,0.552117088402282,0.5685978645613675,0.5591069653687627,0.538865281137805,0.4911432691610725,0.45466752656137943,0.4490860964015009,0.4472484098243531,0.45359820178879007,0.47958431194045414,0.5056816225681151
0.57,0.5284682751228647,0.4746144810519292,0.44510698616105876,0.4153806215731909,0.3955503763479576,0.41403915779511813,0.43717746453385414,0.48502265148057105,0.5240376916007243,0.5465006000898265,0.5630310739501295,0.554139711802196,0.5347738955523643,0.4890796687748292,0.4541249376752246,0.44922397208087433,0.44784167036052447,0.45460602027015706,0.48116661106120706,0.5077472724262666
0.58,0.5199811323711782,0.4676944680166645,0.4391607772812717,0.4105480281135223,0.39158105960498013,0.4102588106621887,0.43312595060913306,0.48033635305666156,0.5187426768897845,0.540884111777371,0.5574642833388915,0.5491724582356292,0.5306825099669237,0.48701606838858597,0.4535823487890699,0.4493618477602478,0.44843493089669584,0.45561383875152395,0.48274891018195987,0.5098129222844182
0.59,0.5114939896194917,0.46077445498139985,0.43321456840148465,0.40571543465385373,0.3876117428620026,0.4064784635292593,0.429074436684412,0.4756500546327521,0.5134476621788445,0.5352676234649154,0.5518974927276535,0.5442052046690625,0.526591124381483,0.48495246800234254,0.4530397599029151,0.44949972343962125,0.44902819143286726,0.45662165723289083,0.4843312093027127,0.5118785721425698
0.6,0.5030068468678053,0.4538544419461352,0.42726835952169756,0.40088284119418527,0.38364242611902516,0.40269811639632996,0.4250229227596909,0.4709637562088427,0.5081526474679046,0.5296511351524598,0.5463307021164154,0.5392379511024958,0.5224997387960424,0.4828888676160993,0.45249717101676035,0.44963759911899465,0.4496214519690387,0.4576294757142577,0.48591350842346553,0.5139442220007213
