skin,fat,muscle,ijv,cca,bloodConc,ijv_SO2
0.2406016914285714,0.12093663085714286,0.043322756107289515,0.48647325520533813,0.29135410598967015,166.0,0.4
0.22848446581545973,0.11505005169517062,0.04168386055593633,0.48647325520533813,0.28635679674144293,166.0,0.4
0.21636724020234804,0.10916347253319837,0.04004496500458314,0.48647325520533813,0.2813594874932157,166.0,0.4
0.20425001458923636,0.10327689337122611,0.038406069453229955,0.48647325520533813,0.2763621782449885,166.0,0.4
0.1921327889761247,0.09739031420925387,0.03676717390187676,0.48647325520533813,0.2713648689967612,166.0,0.4
0.18001556336301303,0.09150373504728163,0.035128278350523574,0.48647325520533813,0.266367559748534,166.0,0.4
0.16789833774990134,0.08561715588530938,0.03348938279917039,0.48647325520533813,0.26137025050030677,166.0,0.4
0.1557811121367897,0.07973057672333714,0.0318504872478172,0.48647325520533813,0.25637294125207954,166.0,0.4
0.143663886523678,0.0738439975613649,0.030211591696464014,0.48647325520533813,0.2513756320038523,166.0,0.4
0.13154666091056633,0.06795741839939265,0.028572696145110824,0.48647325520533813,0.24637832275562507,166.0,0.4
0.11942943529745464,0.062070839237420405,0.026933800593757638,0.48647325520533813,0.24138101350739785,166.0,0.4
0.10731220968434296,0.05618426007544816,0.02529490504240445,0.48647325520533813,0.2363837042591706,166.0,0.4
0.09519498407123128,0.0502976809134759,0.02365600949105126,0.48647325520533813,0.23138639501094338,166.0,0.4
0.0830777584581196,0.04441110175150366,0.022017113939698074,0.48647325520533813,0.22638908576271616,166.0,0.4
0.07096053284500795,0.038524522589531415,0.020378218388344888,0.48647325520533813,0.22139177651448894,166.0,0.4
0.058843307231896264,0.03263794342755917,0.018739322836991697,0.48647325520533813,0.21639446726626171,166.0,0.4
0.04672608161878458,0.026751364265586927,0.01710042728563851,0.48647325520533813,0.21139715801803446,166.0,0.4
0.0346088560056729,0.020864785103614683,0.015461531734285324,0.48647325520533813,0.20639984876980721,166.0,0.4
0.022491630392561218,0.014978205941642439,0.013822636182932134,0.48647325520533813,0.20140253952158,166.0,0.4
0.010374404779449566,0.009091626779670188,0.012183740631578946,0.48647325520533813,0.19640523027335277,166.0,0.4
0.2406016914285714,0.12093663085714286,0.043322756107289515,0.4823029603994252,0.29135410598967015,166.0,0.41
0.22848446581545973,0.11505005169517062,0.04168386055593633,0.4823029603994252,0.28635679674144293,166.0,0.41
0.21636724020234804,0.10916347253319837,0.04004496500458314,0.4823029603994252,0.2813594874932157,166.0,0.41
0.20425001458923636,0.10327689337122611,0.038406069453229955,0.4823029603994252,0.2763621782449885,166.0,0.41
0.1921327889761247,0.09739031420925387,0.03676717390187676,0.4823029603994252,0.2713648689967612,166.0,0.41
0.18001556336301303,0.09150373504728163,0.035128278350523574,0.4823029603994252,0.266367559748534,166.0,0.41
0.16789833774990134,0.08561715588530938,0.03348938279917039,0.4823029603994252,0.26137025050030677,166.0,0.41
0.1557811121367897,0.07973057672333714,0.0318504872478172,0.4823029603994252,0.25637294125207954,166.0,0.41
0.143663886523678,0.0738439975613649,0.030211591696464014,0.4823029603994252,0.2513756320038523,166.0,0.41
0.13154666091056633,0.06795741839939265,0.028572696145110824,0.4823029603994252,0.24637832275562507,166.0,0.41
0.11942943529745464,0.062070839237420405,0.026933800593757638,0.4823029603994252,0.24138101350739785,166.0,0.41
0.10731220968434296,0.05618426007544816,0.02529490504240445,0.4823029603994252,0.2363837042591706,166.0,0.41
0.09519498407123128,0.0502976809134759,0.02365600949105126,0.4823029603994252,0.23138639501094338,166.0,0.41
0.0830777584581196,0.04441110175150366,0.022017113939698074,0.4823029603994252,0.22638908576271616,166.0,0.41
0.07096053284500795,0.038524522589531415,0.020378218388344888,0.4823029603994252,0.22139177651448894,166.0,0.41
0.058843307231896264,0.03263794342755917,0.018739322836991697,0.4823029603994252,0.21639446726626171,166.0,0.41
0.04672608161878458,0.026751364265586927,0.01710042728563851,0.4823029603994252,0.21139715801803446,166.0,0.41
0.0346088560056729,0.020864785103614683,0.015461531734285324,0.4823029603994252,0.20639984876980721,166.0,0.41
0.022491630392561218,0.014978205941642439,0.013822636182932134,0.4823029603994252,0.20140253952158,166.0,0.41
0.010374404779449566,0.009091626779670188,0.012183740631578946,0.4823029603994252,0.19640523027335277,166.0,0.41
0.2406016914285714,0.12093663085714286,0.043322756107289515,0.47813266559351203,0.29135410598967015,166.0,0.42
0.22848446581545973,0.11505005169517062,0.04168386055593633,0.47813266559351203,0.28635679674144293,166.0,0.42
0.21636724020234804,0.10916347253319837,0.04004496500458314,0.47813266559351203,0.2813594874932157,166.0,0.42
0.20425001458923636,0.10327689337122611,0.038406069453229955,0.47813266559351203,0.2763621782449885,166.0,0.42
0.1921327889761247,0.09739031420925387,0.03676717390187676,0.47813266559351203,0.2713648689967612,166.0,0.42
