SO2,700_nm,710_nm,717_nm,725_nm,732_nm,740_nm,743_nm,748_nm,751_nm,753_nm,758_nm,763_nm,768_nm,780_nm,792_nm,798_nm,805_nm,815_nm,830_nm,850_nm
0.4,0.5918494212931219,0.5210342004338518,0.4805111560716709,0.43770458698652076,0.40734808719001203,0.42078736207995926,0.4451987023691246,0.4967839983006168,0.540211132243365,0.5647806664229015,0.5785800347685031,0.5617913931538127,0.5316551621530055,0.461128871344267,0.4076297713597465,0.39314134106887433,0.3851146679312651,0.38486558067140386,0.3996404184504354,0.41579582438252505
0.41,0.5843828843153726,0.5149463408648532,0.47527999762679507,0.43345312818339465,0.40385609334650663,0.41746161365288853,0.4416343958150979,0.4926612420922408,0.5355528598077914,0.5598395786037159,0.5736826683446925,0.5574214675477825,0.5280557786316369,0.4593134254348505,0.40715243050420535,0.39326263676148765,0.38563658701055514,0.38575220579108743,0.40103244109464203,0.4176130733083671
0.42,0.5769163473376231,0.5088584812958545,0.4700488391819191,0.4292016693802686,0.4003640995030011,0.41413586522581775,0.4380700892610711,0.4885384858838648,0.5308945873722177,0.5548984907845301,0.568785301920882,0.5530515419417523,0.5244563951102682,0.4574979795254339,0.40667508964866406,0.39338393245410097,0.38615850608984525,0.386638830910771,0.40242446373884866,0.41943032223420934
0.43,0.5694498103598736,0.5027706217268558,0.4648176807370431,0.42495021057714244,0.3968721056594956,0.41081011679874696,0.4345057827070443,0.48441572967548874,0.526236314936644,0.5499574029653446,0.5638879354970712,0.5486816163357221,0.5208570115888995,0.45568253361601735,0.40619774879312287,0.3935052281467143,0.3866804251691352,0.3875254560304546,0.4038164863830554,0.42124757116005157
0.44,0.5619832733821242,0.49668276215785717,0.4595865222921672,0.4206987517740163,0.3933801118159901,0.4074843683716761,0.4309414761530176,0.4802929734671127,0.5215780425010703,0.545016315146159,0.5589905690732605,0.5443116907296919,0.517257628067531,0.4538670877066007,0.4057204079375817,0.3936265238393276,0.38720234424842526,0.3884120811501381,0.40520850902726185,0.4230648200858937
0.45,0.5545167364043746,0.49059490258885846,0.4543553638472912,0.4164472929708903,0.3898881179724846,0.40415861994460534,0.4273771695989907,0.4761702172587366,0.5169197700654966,0.5400752273269734,0.5540932026494498,0.5399417651236617,0.5136582445461623,0.4520516417971842,0.40524306708204044,0.393747819531941,0.3877242633277153,0.38929870626982166,0.40660053167146853,0.42488206901173586
0.46,0.547050199426625,0.4845070430198598,0.44912420540241516,0.4121958341677641,0.3863961241289791,0.4008328715175346,0.423812863044964,0.47204746105036055,0.5122614976299228,0.5351341395077878,0.5491958362256391,0.5355718395176314,0.5100588610247935,0.45023619588776764,0.4047657262264992,0.39386911522455426,0.3882461824070053,0.39018533138950523,0.4079925543156752,0.42669931793757815
0.47,0.5395836624488757,0.4784191834508611,0.44389304695753923,0.40794437536463796,0.38290413028547354,0.3975071230904637,0.4202485564909371,0.4679247048419845,0.5076032251943491,0.5301930516886021,0.5442984698018284,0.5312019139116012,0.5064594775034249,0.44842074997835096,0.40428838537095807,0.39399041091716763,0.3887681014862953,0.39107195650918875,0.4093845769598818,0.4285165668634203
0.48,0.5321171254711262,0.47233132388186244,0.43866188851266324,0.40369291656151185,0.379412136441968,0.3941813746633929,0.4166842499369103,0.4638019486336084,0.5029449527587754,0.5252519638694165,0.5394011033780177,0.5268319883055709,0.5028600939820562,0.44660530406893445,0.4038110445154168,0.3941117066097809,0.38929002056558537,0.39195858162887226,0.4107765996040883,0.43033381578926244
0.49,0.5246505884933768,0.4662434643128638,0.4334307300677873,0.39944145775838574,0.3759201425984625,0.39085562623632214,0.4131199433828835,0.4596791924252324,0.49828668032320167,0.520310876050231,0.5345037369542069,0.5224620626995407,0.49926071046068754,0.4447898581595179,0.40333370365987553,0.3942330023023943,0.38981193964487537,0.3928452067485558,0.41216862224829504,0.43215106471510467
